composition,winrate,games
15|17|25|64|67|77,0.0,1
15|17|25|6|63|8,1.0,1
15|17|27|31|50|72,0.0,1
15|17|27|31|7|81,0.0,1
15|17|27|50|72|77,0.0,1
15|17|27|60|72|76,0.0,1
15|17|2|20|25|77,1.0,1
15|17|2|25|31|67,1.0,1
15|17|2|25|31|79,0.0,1
15|17|2|25|50|64,0.0,1
15|17|2|25|7|80,0.0,1
15|17|2|27|4|52,0.0,1
15|17|2|31|72|79,1.0,1
15|17|2|52|65|77,0.0,1
15|17|2|58|66|8,1.0,1
15|17|2|6|66|79,0.0,1
15|17|2|6|77|80,1.0,1
15|17|31|4|60|77,1.0,1
15|17|31|52|66|79,0.0,1
15|17|31|60|77|80,1.0,1
15|17|31|63|77|79,0.0,2
15|17|31|64|65|79,1.0,1
15|17|31|64|66|79,1.0,1
15|17|31|64|69|72,0.0,1
15|17|35|58|65|81,0.0,1
15|17|58|63|64|81,1.0,1
15|17|64|67|77|81,1.0,1
15|17|64|77|79|80,0.5,2
15|17|67|77|80|81,1.0,1
15|17|6|65|67|80,0.0,1
15|18|19|20|50|63,0.0,1
15|18|19|20|50|7,1.0,1
15|18|19|2|50|8,1.0,1
15|18|19|2|58|79,0.0,1
15|18|19|3|7|81,1.0,1
15|18|19|65|69|7,0.0,1
15|18|20|27|50|81,0.0,1
15|18|20|27|52|7,0.0,1
15|18|20|27|65|7,0.0,1
15|18|20|31|52|7,1.0,1
15|18|20|4|63|7,1.0,1
15|18|20|4|65|81,1.0,1
15|18|20|50|7|80,1.0,1
15|18|20|65|7|76,0.0,1
15|18|20|65|7|80,1.0,1
15|18|20|65|80|81,1.0,1
15|18|25|50|52|7,1.0,1
15|18|25|50|7|8,0.0,1
15|18|25|63|7|8,1.0,1
15|18|25|63|8|81,1.0,1
15|18|27|31|50|63,0.0,1
15|18|27|31|50|65,0.0,1
15|18|27|31|50|7,0.0,1
15|18|27|3|65|69,0.0,1
15|18|27|3|7|77,0.0,1
15|18|27|50|64|79,0.0,1
15|18|2|20|27|7,1.0,1
15|18|2|20|65|80,1.0,2
15|18|2|20|7|77,0.0,1
15|18|2|27|58|63,0.0,1
15|18|2|27|67|77,0.0,1
15|18|2|31|58|77,0.0,1
15|18|2|31|63|80,0.0,1
15|18|2|31|64|7,0.0,1
15|18|2|31|7|81,0.0,1
15|18|2|35|63|77,1.0,1
15|18|2|35|65|76,0.0,1
15|18|2|35|7|77,1.0,1
15|18|2|3|31|65,1.0,1
15|18|2|52|65|77,0.0,1
15|18|2|52|6|76,1.0,1
15|18|2|66|7|81,0.0,1
15|18|2|7|8|81,0.0,1
15|18|31|35|50|7,1.0,1
15|18|31|4|50|52,1.0,1
15|18|31|50|64|65,1.0,1
15|18|31|50|65|8,0.0,1
15|18|31|52|7|77,1.0,1
15|18|31|58|63|81,1.0,1
15|18|31|63|64|65,0.0,1
15|18|31|63|7|80,1.0,1
15|18|31|65|7|77,0.0,1
15|18|35|4|50|7,1.0,1
15|18|35|65|7|76,0.0,1
15|18|3|31|64|65,0.0,1
15|18|3|35|50|65,1.0,1
15|18|3|35|58|7,0.0,1
15|18|3|4|58|64,0.0,1
15|18|3|4|64|65,1.0,1
15|18|3|4|7|76,0.0,1
15|18|3|50|6|7,1.0,1
15|18|3|52|64|80,0.0,1
15|18|3|52|65|7,0.0,1
15|18|3|60|7|77,1.0,1
15|18|3|63|64|7,0.0,1
15|18|3|64|65|77,1.0,1
15|18|3|64|65|80,0.5,2
15|18|3|64|7|80,0.0,1
15|18|3|65|77|80,0.5,2
15|18|3|7|77|80,0.0,1
15|18|4|50|77|81,0.0,1
15|18|4|50|7|79,1.0,1
15|18|4|50|80|81,1.0,1
15|18|4|52|65|8,1.0,1
15|18|4|52|76|81,1.0,1
15|18|4|63|65|8,0.0,1
15|18|4|7|76|80,1.0,1
15|18|50|63|64|8,1.0,1
15|18|50|77|80|81,0.5,2
15|18|52|69|7|72,0.0,1
15|18|58|60|63|65,1.0,1
15|18|58|63|65|7,0.0,1
15|18|63|64|77|81,0.0,1
15|18|7|76|80|81,1.0,1
15|18|7|77|80|81,0.0,1
15|19|20|27|65|79,0.0,1
15|19|20|31|50|69,0.0,1
15|19|20|31|63|77,1.0,1
15|19|20|3|31|64,0.0,1
15|19|20|3|31|81,0.0,1
15|19|20|3|76|8,1.0,1
15|19|20|4|58|65,1.0,1
15|19|20|4|60|65,1.0,1
15|19|20|4|63|7,1.0,1
15|19|20|4|8|81,1.0,1
15|19|20|60|64|65,0.0,1
15|19|20|60|7|72,1.0,1
15|19|20|63|64|77,0.0,1
15|19|20|63|64|80,0.0,1
15|19|20|63|66|69,0.0,1
15|19|20|64|65|81,1.0,1
15|19|20|65|69|7,0.0,1
15|19|20|65|7|79,0.0,1
15|19|20|69|7|8,0.0,1
15|19|25|31|63|79,0.0,1
15|19|25|3|52|67,0.0,1
15|19|27|3|65|67,0.0,1
15|19|27|50|69|8,0.0,1
15|19|27|63|64|79,0.0,1
15|19|27|65|69|8,1.0,1
15|19|2|20|60|77,1.0,1
15|19|2|20|60|80,0.0,1
15|19|2|20|66|67,0.0,1
15|19|2|31|50|79,0.0,1
15|19|2|31|67|7,1.0,1
15|19|2|31|79|80,1.0,1
15|19|2|31|7|79,0.5,2
15|19|2|35|63|80,1.0,1
15|19|2|35|64|7,1.0,1
15|19|2|4|63|64,1.0,1
15|19|2|50|6|76,0.0,1
15|19|2|50|6|79,0.0,3
15|19|2|52|64|80,0.0,1
15|19|2|64|77|79,0.5,2
15|19|2|6|65|67,0.0,1
15|19|2|6|67|81,0.0,1
15|19|2|6|69|76,1.0,1
15|19|2|77|79|80,0.0,1
15|19|31|4|60|63,0.0,1
15|19|31|4|63|69,1.0,1
15|19|31|4|69|7,1.0,1
15|19|31|50|60|64,1.0,1
15|19|31|50|60|80,0.0,1
15|19|31|50|64|81,1.0,1
15|19|31|50|6|79,0.0,1
15|19|31|52|60|77,0.0,1
15|19|31|52|65|8,1.0,1
15|19|31|52|69|80,0.0,1
15|19|31|60|64|8,0.0,1
15|19|31|63|69|80,0.0,1
15|19|31|63|7|79,1.0,1
15|19|31|63|8|80,1.0,1
15|19|31|64|65|69,0.0,1
15|19|31|65|69|80,1.0,1
15|19|35|50|63|64,0.0,1
15|19|35|50|64|69,1.0,1
15|19|35|52|63|79,0.0,1
15|19|35|63|69|77,0.0,1
15|19|35|64|67|7,0.0,1
15|19|35|64|67|81,1.0,1
15|19|35|64|7|79,0.0,1
15|19|35|65|69|8,0.0,1
15|19|3|31|64|8,0.0,1
15|19|3|31|69|7,1.0,1
15|19|3|31|77|8,0.0,1
15|19|3|35|4|67,1.0,1
15|19|3|35|52|7,1.0,1
15|19|3|4|63|79,0.0,1
15|19|3|4|69|77,0.0,1
15|19|3|50|6|69,0.0,1
15|19|3|52|79|80,0.0,1
15|19|3|63|66|79,1.0,1
15|19|3|64|69|80,0.0,1
15|19|3|65|77|79,1.0,1
15|19|3|6|65|69,0.0,1
15|19|3|6|65|79,0.0,1
15|19|4|52|69|8,1.0,1
15|19|4|60|7|8,1.0,1
15|19|4|65|67|81,1.0,1
15|19|50|52|65|69,1.0,1
15|19|50|58|6|63,0.0,1
15|19|50|64|67|80,1.0,2
15|19|52|65|79|8,0.0,1
15|19|58|77|79|80,1.0,1
15|19|60|63|64|81,0.0,1
15|19|60|77|80|81,0.0,1
15|19|63|64|79|80,0.0,1
15|19|63|66|67|81,0.0,1
15|19|63|67|72|81,0.0,1
15|19|64|65|67|81,1.0,1
15|19|64|65|77|79,0.0,1
15|19|64|65|7|79,1.0,1
15|19|64|69|77|81,0.0,1
15|19|64|69|7|8,1.0,1
15|19|64|69|80|81,0.0,1
15|19|64|76|77|79,0.0,1
15|19|65|67|76|77,0.0,1
15|19|65|76|77|79,1.0,1
15|19|66|69|7|8,0.0,1
15|20|25|3|35|76,0.0,1
15|20|25|4|60|65,0.0,1
15|20|25|50|69|72,1.0,1
15|20|25|50|7|76,1.0,1
15|20|25|52|65|79,0.0,1
15|20|25|76|77|8,0.0,1
15|20|27|31|35|7,1.0,1
15|20|27|31|69|77,0.0,1
15|20|27|31|77|81,0.0,1
15|20|27|3|31|80,1.0,1
15|20|27|3|77|81,0.0,1
15|20|27|50|60|64,1.0,1
15|20|27|52|60|81,0.0,1
15|20|27|52|69|72,0.0,2
15|20|27|60|64|7,0.0,1
15|20|27|67|7|77,0.0,1
15|20|27|6|63|65,0.0,1
15|20|31|35|63|77,1.0,1
15|20|31|35|64|7,1.0,1
15|20|31|4|64|77,1.0,2
15|20|31|4|77|81,1.0,1
15|20|31|50|64|8,1.0,1
15|20|31|64|77|80,1.0,2
15|20|31|64|7|8,1.0,1
15|20|31|65|69|77,1.0,1
15|20|31|6|63|77,1.0,1
15|20|31|6|65|76,0.0,1
15|20|31|6|65|81,0.0,1
15|20|31|6|7|77,0.0,1
15|20|31|6|7|81,1.0,1
15|20|31|77|80|81,1.0,1
15|20|31|7|77|8,0.0,1
15|20|35|4|52|8,1.0,1
15|20|35|4|64|81,0.0,1
15|20|35|4|77|8,1.0,1
15|20|35|7|72|8,0.0,1
15|20|3|31|52|66,1.0,1
15|20|3|31|64|66,1.0,1
15|20|3|35|50|6,1.0,1
15|20|3|6|64|77,0.0,1
15|20|3|6|8|81,1.0,1
15|20|4|50|58|65,0.0,1
15|20|4|52|66|67,1.0,1
15|20|4|6|63|80,1.0,1
15|20|50|66|69|77,1.0,1
15|20|50|66|69|81,1.0,1
15|20|50|66|7|81,0.0,1
15|20|50|7|72|80,1.0,1
15|20|52|60|64|80,0.0,1
15|20|52|63|67|72,0.0,1
15|20|52|65|72|79,0.0,1
15|20|52|66|69|80,0.0,1
15|20|52|66|7|77,0.0,1
15|20|52|69|72|77,1.0,1
15|20|52|6|64|8,0.0,1
15|20|58|64|65|69,1.0,1
15|20|58|64|65|77,0.0,1
15|20|58|64|66|7,1.0,1
15|20|60|65|66|80,1.0,1
15|20|60|65|72|81,0.0,1
15|20|60|65|77|80,0.0,1
15|20|60|7|72|76,0.0,1
15|20|63|64|66|76,1.0,1
15|20|63|67|80|81,0.0,1
15|20|64|65|69|77,1.0,2
15|20|64|65|69|80,1.0,1
15|20|64|69|77|81,1.0,1
15|20|65|66|67|7,0.0,1
15|20|65|67|7|72,0.0,1
15|20|65|72|80|81,1.0,1
15|20|69|7|72|77,0.0,1
15|25|31|50|64|65,0.0,1
15|25|31|50|79|8,0.0,1
15|25|31|58|7|79,0.0,1
15|25|31|60|64|65,0.0,1
15|25|31|60|65|81,0.0,2
15|25|31|63|65|7,1.0,1
15|25|31|65|67|77,1.0,1
15|25|31|65|69|81,0.0,1
15|25|35|4|63|69,0.0,1
15|25|35|52|65|79,0.0,1
15|25|35|63|64|69,1.0,1
15|25|35|69|7|77,1.0,1
15|25|3|31|60|7,0.0,1
15|25|3|31|64|65,1.0,1
15|25|3|35|50|69,1.0,1
15|25|3|35|65|81,1.0,1
15|25|3|52|60|77,0.0,1
15|25|3|63|67|80,0.0,1
15|25|3|65|69|8,0.0,1
15|25|3|6|60|7,0.0,1
15|25|3|6|65|79,0.0,1
15|25|3|7|76|79,0.0,1
15|25|4|60|64|76,0.0,1
15|25|4|63|77|79,0.0,1
15|25|4|64|65|67,0.0,1
15|25|50|60|64|8,0.0,1
15|25|50|63|67|77,0.0,1
15|25|50|65|77|79,1.0,1
15|25|50|66|67|81,1.0,1
15|25|50|79|80|81,1.0,1
15|25|52|67|77|81,0.0,1
15|25|60|63|72|8,0.0,1
15|25|63|64|65|77,0.0,2
15|25|63|64|67|81,1.0,1
15|25|64|69|77|81,0.0,1
15|25|65|69|76|8,1.0,1
15|25|65|7|76|77,0.0,1
15|25|69|7|8|81,0.0,1
15|27|31|50|60|66,0.0,1
15|27|31|50|67|81,0.0,1
15|27|31|52|60|77,0.0,1
15|27|31|52|65|79,0.0,1
15|27|31|52|76|77,1.0,1
15|27|31|60|63|77,0.0,1
15|27|31|60|7|72,0.0,1
15|27|31|64|69|7,0.0,1
15|27|31|65|69|77,0.0,1
15|27|31|65|79|80,1.0,1
15|27|31|69|77|80,0.0,1
15|27|31|76|8|80,1.0,1
15|27|31|77|8|81,1.0,1
15|27|35|4|67|7,1.0,1
15|27|3|35|52|69,0.0,1
15|27|3|52|65|72,1.0,1
15|27|3|52|66|67,0.0,1
15|27|3|52|72|79,0.0,1
15|27|3|65|79|80,1.0,1
15|27|3|66|77|79,0.0,1
15|27|4|52|69|79,0.0,1
15|27|4|63|67|81,1.0,2
15|27|50|52|69|77,0.0,1
15|27|50|63|64|76,0.0,1
15|27|50|64|79|81,1.0,1
15|27|50|6|65|79,0.0,1
15|27|50|76|77|79,0.0,1
15|27|50|79|80|81,0.0,1
15|27|52|64|69|77,0.0,1
15|27|52|69|77|8,1.0,1
15|27|58|60|64|69,0.0,1
15|27|58|64|67|80,1.0,1
15|27|58|64|80|81,1.0,1
15|27|58|67|72|76,1.0,1
15|27|58|6|65|79,0.0,1
15|27|63|64|65|79,0.0,1
15|27|63|64|66|79,1.0,1
15|27|63|66|69|8,1.0,1
15|27|63|79|80|81,0.0,1
15|27|64|65|69|79,0.0,1
15|27|65|67|72|81,1.0,1
15|27|67|7|80|81,0.0,1
15|27|6|64|65|69,0.0,1
15|27|6|65|79|8,0.0,1
15|27|6|65|7|79,0.0,1
15|2|20|25|63|80,0.0,1
15|2|20|25|65|7,1.0,1
15|2|20|25|66|69,1.0,1
15|2|20|27|65|77,0.0,1
15|2|20|27|77|8,1.0,1
15|2|20|31|6|80,1.0,1
15|2|20|3|6|7,0.0,1
15|2|20|4|64|80,0.0,1
15|2|20|4|65|77,1.0,1
15|2|20|50|64|66,1.0,1
15|2|20|60|65|72,0.0,1
15|2|20|65|66|69,0.0,1
15|2|20|65|66|79,0.0,1
15|2|20|6|64|77,1.0,1
15|2|25|27|4|79,0.0,1
15|2|25|27|67|77,1.0,1
15|2|25|31|63|67,0.0,1
15|2|25|31|65|80,0.0,1
15|2|25|35|64|7,0.0,1
15|2|25|3|52|6,1.0,1
15|2|25|50|64|81,1.0,1
15|2|25|50|76|81,0.0,1
15|2|25|52|67|81,0.0,1
15|2|25|66|76|79,0.0,1
15|2|25|67|77|81,1.0,1
15|2|25|6|67|7,1.0,1
15|2|25|77|79|81,1.0,1
15|2|27|31|35|58,1.0,1
15|2|27|50|6|81,0.0,1
15|2|27|64|79|80,0.0,1
15|2|27|66|67|80,1.0,1
15|2|27|6|69|77,0.0,1
15|2|27|6|79|80,0.0,1
15|2|27|76|77|79,0.0,1
15|2|27|79|80|81,0.0,1
15|2|31|4|60|72,1.0,1
15|2|31|4|65|76,0.0,1
15|2|31|50|64|80,1.0,1
15|2|31|50|77|79,1.0,1
15|2|31|52|64|66,1.0,1
15|2|31|58|64|65,1.0,2
15|2|31|60|72|80,1.0,1
15|2|31|60|77|80,1.0,1
15|2|31|63|64|80,1.0,1
15|2|31|64|77|79,0.0,1
15|2|31|65|79|81,1.0,1
15|2|31|6|64|8,0.0,1
15|2|31|77|79|80,0.0,1
15|2|31|7|77|80,0.0,1
15|2|35|4|64|77,0.0,1
15|2|35|4|65|67,1.0,1
15|2|35|63|64|65,1.0,1
15|2|35|64|65|67,0.0,1
15|2|35|7|72|79,1.0,1
15|2|3|31|4|69,1.0,1
15|2|3|31|7|77,0.0,1
15|2|3|66|67|77,0.0,1
15|2|3|66|77|79,1.0,1
15|2|3|6|7|79,0.0,1
15|2|4|52|6|81,0.0,1
15|2|4|64|67|77,1.0,1
15|2|4|66|8|81,1.0,1
15|2|4|6|66|79,0.0,1
15|2|4|6|69|81,1.0,1
15|2|4|76|80|81,1.0,1
15|2|4|77|79|80,1.0,1
15|2|50|52|6|64,0.0,1
15|2|50|6|63|72,1.0,1
15|2|52|58|6|67,0.0,1
15|2|52|65|77|8,0.0,1
15|2|58|64|65|72,1.0,1
15|2|58|6|66|79,0.0,1
15|2|58|6|77|79,1.0,1
15|2|63|64|65|76,1.0,1
15|2|64|7|76|77,0.0,1
15|2|66|77|79|81,0.0,1
15|2|69|72|77|79,0.0,1
15|2|6|63|67|77,0.0,1
15|2|6|65|76|80,1.0,1
15|2|6|66|69|81,1.0,1
15|31|35|50|6|76,0.0,1
15|31|35|50|8|81,1.0,1
15|31|35|63|65|69,0.0,1
15|31|35|65|77|8,1.0,1
15|31|4|50|64|69,0.0,1
15|31|4|50|64|76,0.0,1
15|31|4|58|6|7,1.0,1
15|31|4|63|69|80,0.0,1
15|31|4|64|69|7,0.5,2
15|31|4|64|8|80,1.0,2
15|31|4|66|69|7,1.0,1
15|31|4|69|7|77,1.0,1
15|31|50|52|64|65,0.0,1
15|31|50|52|6|80,0.0,1
15|31|50|66|7|79,0.0,1
15|31|50|6|63|69,0.0,1
15|31|50|7|72|8,1.0,1
15|31|52|60|66|77,1.0,1
15|31|52|60|66|80,0.0,1
15|31|52|63|77|81,0.0,1
15|31|52|64|69|77,0.0,1
15|31|52|65|77|81,1.0,1
15|31|52|6|65|79,0.0,1
15|31|52|79|80|81,1.0,1
15|31|58|64|67|77,0.0,1
15|31|58|65|77|79,1.0,1
15|31|58|65|79|80,1.0,1
15|31|60|64|65|81,0.0,1
15|31|60|64|7|77,0.0,1
15|31|60|65|77|81,0.0,1
15|31|60|7|72|77,0.0,1
15|31|63|64|65|77,0.0,1
15|31|63|65|67|72,0.0,1
15|31|64|65|69|77,1.0,1
15|31|64|69|7|77,0.0,1
15|31|64|69|7|80,1.0,1
15|31|65|66|69|80,0.0,1
15|31|65|66|69|81,0.0,1
15|31|6|60|65|77,1.0,1
15|31|6|63|76|80,0.0,1
15|31|6|64|7|8,0.0,1
15|31|6|65|76|81,1.0,1
15|31|6|7|8|80,1.0,1
15|35|4|66|7|79,0.0,1
15|35|50|52|66|67,1.0,1
15|35|50|52|7|81,0.0,1
15|35|50|66|69|80,1.0,1
15|35|50|69|77|8,0.0,1
15|35|52|60|66|76,1.0,1
15|35|52|60|77|80,0.0,1
15|35|52|69|76|80,1.0,1
15|35|58|65|66|79,1.0,1
15|35|58|65|79|81,1.0,1
15|35|60|65|7|8,0.0,1
15|35|64|66|69|7,0.0,1
15|35|65|69|77|81,0.0,1
15|35|67|7|72|81,1.0,1
15|35|77|8|80|81,0.5,2
15|3|31|35|64|81,0.0,1
15|3|31|4|64|79,0.0,1
15|3|31|4|69|77,0.0,1
15|3|31|4|8|80,1.0,1
15|3|31|50|66|69,1.0,1
15|3|31|58|64|81,0.0,1
15|3|31|6|64|81,0.0,1
15|3|31|6|80|81,1.0,1
15|3|35|4|63|72,0.0,1
15|3|35|50|65|77,0.0,1
15|3|35|60|65|77,0.0,1
15|3|35|65|66|69,0.0,1
15|3|4|66|77|79,1.0,1
15|3|4|67|77|80,0.0,1
15|3|50|64|72|80,0.0,1
15|3|60|65|66|8,1.0,1
15|3|64|67|69|7,0.0,1
15|3|66|7|76|79,0.0,1
15|3|6|64|65|7,1.0,1
15|3|6|64|69|7,0.0,1
15|3|6|67|77|80,1.0,1
15|3|6|69|7|72,0.0,1
15|4|50|63|77|80,0.0,1
15|4|50|67|80|81,1.0,1
15|4|52|67|76|77,0.0,1
15|4|52|6|76|81,1.0,1
15|4|52|72|77|79,0.0,1
15|4|58|64|66|79,0.0,1
15|4|58|64|67|76,1.0,1
15|4|58|67|76|77,1.0,1
15|4|63|64|77|79,0.0,1
15|4|63|64|79|80,1.0,1
15|4|64|65|67|76,0.0,1
15|4|64|65|79|80,0.0,1
15|4|64|69|77|81,0.0,1
15|4|64|7|77|79,1.0,1
15|4|64|7|79|80,0.0,1
15|4|65|76|79|81,1.0,1
15|4|66|69|76|81,0.0,1
15|4|6|64|65|69,0.5,2
15|4|6|67|7|79,0.0,1
15|4|7|77|79|80,0.0,1
15|50|64|72|77|8,0.0,1
15|50|64|77|79|80,0.5,2
15|50|66|67|72|76,0.0,1
15|50|66|67|72|77,0.0,1
15|50|67|77|80|81,0.0,1
15|50|6|63|64|66,0.0,1
15|50|6|63|79|80,1.0,1
15|50|6|64|65|79,0.0,1
15|50|6|65|66|79,0.0,1
15|50|6|65|79|80,1.0,1
15|50|6|76|79|81,1.0,1
15|52|63|64|72|80,0.0,1
15|52|63|66|69|72,1.0,1
15|52|64|66|79|81,0.0,1
15|52|64|67|76|77,1.0,1
15|52|65|67|69|72,0.0,1
15|52|66|67|80|81,1.0,1
15|52|67|72|77|80,0.0,1
15|52|67|77|80|81,0.0,1
15|52|6|63|79|81,0.0,1
15|52|6|67|7|72,0.0,1
15|52|6|69|7|8,1.0,1
15|58|64|77|79|80,1.0,1
15|58|66|69|77|8,0.0,1
15|58|66|77|79|80,0.0,1
15|58|6|64|65|79,0.0,1
15|58|6|64|67|7,0.0,1
15|58|6|65|79|80,0.0,1
15|58|6|7|77|79,1.0,1
15|58|77|79|80|81,1.0,1
15|60|65|69|72|76,0.0,1
15|63|65|66|72|79,0.0,1
15|63|65|72|76|81,0.0,1
15|63|76|77|79|80,0.0,1
15|64|65|67|72|80,1.0,1
15|64|65|77|79|80,0.5,2
15|64|65|77|79|81,1.0,1
15|64|65|79|80|81,0.0,1
15|64|66|7|79|81,0.0,1
15|64|67|7|72|76,1.0,1
15|64|69|72|79|80,1.0,1
15|64|69|76|77|80,0.0,1
15|64|69|76|77|81,0.0,1
15|64|7|72|76|79,1.0,1
15|64|7|76|79|80,1.0,1
15|64|7|77|79|80,1.0,1
15|65|66|77|79|80,1.0,1
15|65|67|72|77|81,1.0,1
15|65|67|77|80|81,0.0,1
15|65|69|77|8|81,1.0,1
15|65|72|79|80|81,0.0,1
15|65|76|77|79|80,0.0,1
15|65|76|79|80|81,1.0,1
15|65|77|79|80|81,1.0,1
15|66|69|7|72|8,1.0,1
15|66|69|7|77|8,0.0,1
15|67|69|72|77|80,0.0,1
15|6|60|63|77|81,1.0,1
15|6|60|64|65|81,0.0,1
15|6|60|65|76|81,1.0,1
15|6|63|64|76|80,0.0,1
15|6|63|65|76|79,0.0,1
15|6|64|65|67|7,0.0,1
15|6|64|65|69|77,1.0,1
15|6|64|7|77|79,1.0,1
15|6|65|69|77|81,1.0,1
15|6|65|7|72|79,0.0,1
15|6|65|7|79|81,0.0,1
15|6|7|79|80|81,1.0,1
15|7|72|76|8|80,1.0,1
15|7|72|79|80|81,0.0,1
16|17|18|19|20|63,0.0,1
16|17|18|19|20|7,1.0,1
16|17|18|19|3|76,1.0,1
16|17|18|19|7|8,0.0,1
16|17|18|20|25|50,0.0,1
16|17|18|20|27|50,1.0,1
16|17|18|20|3|66,0.0,1
16|17|18|20|3|81,1.0,1
16|17|18|20|4|50,0.0,1
16|17|18|20|50|64,1.0,1
16|17|18|20|50|66,1.0,1
16|17|18|20|50|72,1.0,1
16|17|18|20|64|7,1.0,1
16|17|18|20|7|77,1.0,2
16|17|18|25|31|7,0.0,1
16|17|18|27|65|69,1.0,1
16|17|18|27|76|81,1.0,1
16|17|18|2|20|77,0.0,1
16|17|18|2|31|64,1.0,1
16|17|18|2|35|77,1.0,1
16|17|18|2|35|80,0.0,2
16|17|18|31|50|77,0.0,1
16|17|18|31|50|81,0.0,1
16|17|18|31|64|65,0.333333,3
16|17|18|31|64|7,0.0,1
16|17|18|31|65|72,0.0,1
16|17|18|31|65|81,1.0,2
16|17|18|31|7|72,1.0,1
16|17|18|35|4|7,1.0,1
16|17|18|35|50|77,0.0,1
16|17|18|3|31|7,1.0,1
16|17|18|3|6|7,0.0,1
16|17|18|3|76|77,1.0,1
16|17|18|4|50|79,0.0,1
16|17|18|50|66|8,1.0,1
16|17|18|60|65|81,1.0,1
16|17|18|63|65|66,1.0,1
16|17|18|65|69|76,0.0,1
16|17|18|65|77|8,1.0,1
16|17|18|65|8|81,1.0,2
16|17|18|6|63|8,1.0,1
16|17|18|6|63|81,1.0,1
16|17|19|20|3|72,0.0,1
16|17|19|20|52|79,1.0,1
16|17|19|20|60|72,1.0,1
16|17|19|20|63|79,0.0,1
16|17|19|20|69|72,1.0,1
16|17|19|20|69|81,1.0,1
16|17|19|25|69|8,1.0,1
16|17|19|2|79|80,1.0,1
16|17|19|31|64|69,1.0,1
16|17|19|31|69|76,0.0,1
16|17|19|31|69|81,0.0,1
16|17|19|35|50|7,1.0,1
16|17|19|35|65|67,1.0,1
16|17|19|35|67|80,1.0,1
16|17|19|35|69|77,0.0,1
16|17|19|35|77|79,0.0,1
16|17|19|35|7|79,0.0,1
16|17|19|3|31|35,0.0,1
16|17|19|60|64|67,1.0,1
16|17|20|25|4|79,0.0,1
16|17|20|25|50|52,1.0,1
16|17|20|27|60|77,1.0,1
16|17|20|27|64|69,1.0,1
16|17|20|31|35|64,1.0,2
16|17|20|31|6|65,1.0,1
16|17|20|35|52|65,1.0,1
16|17|20|35|77|8,0.0,1
16|17|20|3|31|35,1.0,1
16|17|20|3|66|69,1.0,1
16|17|20|4|72|81,1.0,1
16|17|20|50|52|66,0.0,1
16|17|20|52|64|80,1.0,1
16|17|20|60|65|66,0.0,1
16|17|20|60|66|72,0.0,1
16|17|20|65|72|79,0.0,1
16|17|20|66|67|80,1.0,1
16|17|20|6|69|77,0.0,1
16|17|20|6|72|8,1.0,1
16|17|25|31|60|64,0.0,1
16|17|25|31|63|79,0.5,2
16|17|25|31|64|79,0.0,1
16|17|25|31|69|81,0.0,1
16|17|25|35|69|77,1.0,1
16|17|25|67|77|81,1.0,1
16|17|27|31|69|72,1.0,1
16|17|27|35|4|69,0.0,1
16|17|27|35|65|67,1.0,1
16|17|27|3|31|76,1.0,1
16|17|2|27|31|66,1.0,1
16|17|2|31|4|79,0.0,1
16|17|2|31|6|69,1.0,1
16|17|2|6|79|80,0.0,1
16|17|31|35|60|7,1.0,1
16|17|31|4|64|79,0.0,1
16|17|31|50|67|77,1.0,1
16|17|31|52|64|76,0.0,1
16|17|31|63|66|67,0.0,1
16|17|31|64|69|77,0.0,1
16|17|31|65|72|79,0.0,1
16|17|31|6|63|69,1.0,1
16|17|31|6|77|8,0.0,1
16|17|35|52|65|81,0.0,1
16|17|35|52|6|69,0.0,1
16|17|35|60|64|77,1.0,1
16|17|35|64|65|79,0.0,1
16|17|35|64|69|77,1.0,1
16|17|35|69|72|81,0.0,1
16|17|35|6|69|7,1.0,1
16|17|3|31|35|81,0.0,1
16|17|3|31|60|66,1.0,1
16|17|3|35|77|8,1.0,1
16|17|3|4|67|72,0.0,1
16|17|3|4|6|69,1.0,1
16|17|3|64|77|79,0.0,1
16|17|3|67|72|80,1.0,1
16|17|4|6|63|67,1.0,1
16|17|50|6|64|67,1.0,1
16|17|50|6|64|79,0.0,1
16|17|50|6|67|72,1.0,1
16|17|64|66|69|8,1.0,1
16|17|64|67|77|81,0.0,1
16|17|6|65|67|76,1.0,1
16|17|6|65|76|79,1.0,1
16|18|19|20|3|7,1.0,2
16|18|19|20|50|7,1.0,4
16|18|19|20|58|7,0.0,1
16|18|19|20|63|7,1.0,2
16|18|19|2|20|7,1.0,1
16|18|19|2|3|81,0.0,2
16|18|19|2|50|8,0.5,2
16|18|19|2|63|8,1.0,1
16|18|19|3|58|76,0.0,1
16|18|19|3|63|81,0.5,2
16|18|19|50|60|7,1.0,1
16|18|19|50|7|8,1.0,1
16|18|19|58|69|7,1.0,1
16|18|19|60|69|7,1.0,1
16|18|19|60|7|81,1.0,1
16|18|19|63|7|8,0.0,1
16|18|19|65|67|7,0.0,1
16|18|20|25|50|7,1.0,2
16|18|20|27|50|52,0.0,1
16|18|20|27|52|65,0.0,1
16|18|20|27|58|7,1.0,1
16|18|20|27|63|65,0.5,2
16|18|20|27|63|7,1.0,2
16|18|20|31|50|7,0.0,1
16|18|20|31|52|81,1.0,1
16|18|20|31|58|63,1.0,1
16|18|20|31|58|7,1.0,1
16|18|20|31|63|7,0.0,1
